100,80
200,130
300,180
400,240
500,310
600,380
700,450
800,540
900,595
1000,640
1100,660
1200,650
1300,624
1400,590
1500,560
1600,520
1700,490
1800,460
1900,430
2000,410
2500,320
3000,260
3500,224
4000,200
